Phrase,Cluster Label
cheap trick,171
favorite part,111
interesting i,212
british intelligence,63
crappy movies,530
funny thing,201
same place,61
much alive,35
good parts,204
poor execution,356
exterior scenes,78
wide screen,139
shawshank redemption,202
good deal,316
good western,316
dead person,525
gratuitous nudity,553
terrific actor,203
dangerous situation,564
gary merrill,154
spanish cinema,462
great soundtrack,60
accurate representation,141
original ideas,362
joe don,506
sexual scenes,145
entire story,349
other parts,204
twenty years,69
good feeling,98
facial expression,205
straw dogs,168
much happens,35
much energy,35
essential part,232
great action,491
big thing,367
wooden horse,436
fitting tribute,526
beautiful girls,275
good storytelling,138
extra footage,536
high tech,140
top hat,9
clear story,349
bad move,158
lauren bacall,547
long running,417
cool music,431
rich boy,220
chinese history,462
next victim,488
real events,174
reasonable pace,178
poor kid,356
psychological horror,214
alien invasion,81
same subject,256
complex characters,467
former student,557
unlikeable characters,133
enough plot,280
entertaining way,317
dead films,85
early age,359
other songs,535
cerebral palsy,206
tony montana,506
first ten,20
weak plot,280
final film,434
same hotel,38
charlie chaplin,332
early 70s,321
different approach,105
own reality,207
nick nolte,107
own sense,279
angela lansbury,423
whole cast,1
independent film,271
back story,349
good news,396
good movie,208
terrible actor,203
good cinema,208
good film,208
young filmmakers,97
avid fan,209
entire population,48
lucas buck,210
human behaviour,348
eddie murphy,210
total nonsense,322
dorothy malone,30
same role,383
superb performance,485
beautiful girl,275
many filmmakers,127
other cast,1
self indulgent,401
i havent,24
enough twists,170
many details,299
bad premise,158
excited i,424
single sentence,37
close encounters,65
predictable movie,143
wrong side,237
western culture,211
same idea,256
acting performances,254
serious problems,416
national security,388
red skelton,159
many men,336
single mother,37
last hunt,128
emotional movie,302
early episode,221
difficult movie,208
emotional moments,302
fecal matter,394
i heard,212
teen horror,334
first twenty,20
personal opinion,72
human society,348
much hype,35
satisfying film,230
polar opposite,184
i sure,212
sad truth,291
new stuff,493
excellent acting,254
only people,384
single laugh,37
social comment,73
new house,160
main problems,416
donald pleasance,213
perfect family,330
relevant today,312
hey lets,572
whole group,106
psychological thriller,214
simple life,122
dumb ass,215
bad case,158
impossible task,191
creative team,288
typical horror,380
much potential,35
first taste,257
great series,479
false pretenses,568
unwatchable i,24
bad dubbing,393
down syndrome,91
little suspense,216
good measure,316
leading man,129
suspenseful moments,79
little blood,394
small time,464
different situations,487
big wave,367
ok movie,208
underrated movie,143
cant figure,43
distant past,131
only horror,380
inner strength,272
modern horror,380
meryl streep,243
bad actor,393
emotional resonance,302
nice job,259
shirley temple,179
loud noises,533
happy family,330
good sense,98
only person,377
fun way,316
new years,493
tough guy,278
final sequence,244
silent screen,276
young boys,95
melrose place,441
little touches,456
second unit,405
hard core,342
fine line,327
western i,310
high level,217
classic movies,89
few episodes,360
other issues,416
david morse,218
brief moments,219
low level,217
initial reaction,511
perfect balance,369
rich man,220
common thread,50
different strokes,487
different parts,204
main guy,328
narrative structure,349
first episode,221
different stories,469
general lee,157
robert mitchum,112
hard i,212
poor quality,144
complete film,434
white guy,281
rainy day,488
bad luck,158
grey owl,558
great music,431
lead roles,163
different i,310
fantastic performance,485
magical world,478
okay movie,208
good examples,119
wide array,477
own version,395
nuclear war,438
final line,327
first sequel,434
same woman,129
dana andrews,179
old friend,28
good fight,316
afraid i,212
great way,428
pure comedy,372
glad i,424
natural born,514
last weekend,128
supernatural horror,380
full moon,344
technical flaws,353
convoluted plot,458
good end,316
youd think,14
creative control,404
positive note,490
many holes,299
fairy tale,222
eli wallach,223
little girls,346
regular cast,1
cuckoos nest,224
oh man,572
dont look,14
english countryside,505
hugh jackman,225
blue raja,419
main subject,229
powerful performance,485
young john,226
great combination,355
new era,433
superb action,491
strong film,42
black movie,88
last words,273
other animals,443
san francisco,516
final analysis,244
dark secrets,320
outstanding movie,208
witty dialog,389
interesting moments,325
human behavior,348
strong language,505
teen slasher,334
previous commentator,108
free love,538
fred macmurray,227
indian movies,400
long movie,147
intelligent people,384
punch line,327
freddy vs,228
great place,428
intercontinental championship,482
good lesson,98
other performers,163
right hands,522
screwball comedy,200
own child,135
main reason,229
interesting watch,317
same shot,460
many events,174
cedric hardwicke,315
american girl,95
great skill,355
favorite film,111
right i,310
british comedy,425
young boy,95
forty years,69
political satire,575
major theme,232
central park,49
hopalong cassidy,192
other players,87
many ways,299
dark world,478
other children,87
deleted scenes,484
historical value,265
real depth,64
mechanical bull,117
horrible thing,158
faithful adaptation,386
overall tone,124
eighth day,488
young viewers,148
weak point,351
postwar germany,293
mental asylum,499
favorite horror,111
notable performances,426
actual character,467
intelligent movie,143
wonderful film,230
great turn,355
blank check,139
ed harris,231
major part,232
cathy moriarty,296
excellent series,479
french actors,18
beautiful work,275
moving picture,139
french revolution,18
boring film,149
respective roles,163
terrific job,259
columbo movie,380
powerful movie,147
last shot,460
classic cinema,89
unique film,42
main plot,289
nut job,259
local store,233
boogie nights,234
other disney,96
half dozen,21
half hour,465
difficult times,4
emma roberts,235
believable characters,133
own personality,207
morris day,488
decent movies,208
incredible hulk,421
scary horror,380
cover art,339
original series,479
nice work,556
cant comment,43
i cannot,212
horrible dialogue,287
new depths,67
first book,20
working class,578
young lawyer,92
old characters,544
decent cast,390
own creation,279
good ones,316
american revolution,45
third series,479
english i,310
powerful scenes,78
weird thing,201
other world,478
big screen,139
romantic films,268
hilarious movie,527
bret carr,154
big deal,367
conventional wisdom,50
positive reviews,183
japanese women,336
new mexico,67
delightful movie,143
only character,385
certain things,443
strong man,129
poor performances,426
first scene,241
big ones,367
whole premise,106
bad editing,393
shelley winters,179
whole family,330
salman khan,560
gothic atmosphere,286
moral values,418
original film,42
little doubt,456
new zealand,67
swedish actors,56
short while,455
ok i,212
thin man,88
superman returns,519
first attempt,405
poor camera,182
twin peaks,367
american society,45
many twists,170
terrible i,24
first reaction,20
typical movie,147
own risk,279
individual scenes,78
certain extent,312
blue velvet,159
fantastic chemistry,515
main villain,328
green mile,497
general hospital,157
huge cast,1
epic story,349
great reviews,183
shaky camera,182
own style,286
little nudity,553
great message,355
distant future,93
several people,384
good show,236
second renaissance,405
serious i,212
todays standards,312
first vampires,242
wild ride,194
omega code,410
delicate balance,191
competent director,10
nuclear weapons,438
true film,42
invisible ray,25
nightmare weekend,488
developed characters,467
right side,237
white i,310
interesting point,317
visual elements,378
grand canyon,255
hot sex,307
musical sequences,238
whole day,488
rancid aluminium,284
musical score,524
first night,326
snappy dialogue,287
third film,434
romantic drama,268
big hit,367
old couple,33
good impression,98
bright side,501
randolph scott,506
cheap i,171
fair game,288
projected man,129
bad show,236
other moments,325
separate ways,105
weird things,350
enough reason,100
small scale,464
daily lives,239
jean harlow,430
kim novak,247
perfect movie,208
real hero,64
kick ass,215
childrens movie,17
dimensional characters,467
attractive women,336
certain characters,467
few nights,76
olen ray,25
true talent,520
john ford,226
poor decision,356
lead actress,263
snails pace,178
outstanding job,259
different directors,105
different type,487
main thing,229
old guy,28
sin city,510
rich people,220
bad songs,535
white movies,96
okay i,212
basic storyline,151
final words,244
short stories,469
rob roy,154
early life,359
memorable characters,484
full circle,344
small child,500
other horror,96
first date,20
right choice,522
strong point,351
pretty face,240
other shows,87
same scene,241
real pleasure,64
fair amount,110
bad parts,204
steven spielberg,343
lesbian vampires,242
redeeming feature,282
forward button,358
gorgeous woman,275
shallow grave,320
own imagination,401
huge difference,2
original form,362
american pie,45
bad taste,257
open spaces,576
yokai war,81
intelligent woman,275
other places,87
great filmmaker,60
political statement,575
offensive i,212
mary woronov,179
acting ability,254
incidental music,431
great laughs,539
rare films,85
desperate attempts,62
final scenes,484
red planet,161
original one,362
right person,377
own work,279
married couple,92
presidential palace,8
double life,401
exciting action,491
good writer,396
opening scene,241
certain degree,312
silent era,433
horrible movie,530
independent woman,271
strong cast,390
mickey mouse,39
obvious plot,289
perfect film,230
real life,401
sick man,509
cinematic world,478
third act,368
perfect man,129
final point,351
unanswered questions,574
i rate,446
mistaken identity,391
different versions,166
great detail,355
excellent cast,390
similar movies,96
bad filmmaking,393
von triers,52
wonderful moments,492
old testament,33
young ladies,71
own success,279
naked spur,262
ten stars,550
famous film,42
clear message,418
last action,491
personal experiences,246
entire community,48
bad director,10
bitter end,526
top gun,9
different levels,487
gwyneth paltrow,243
young artist,509
other filmmakers,85
late 50s,321
final result,244
bob thornton,112
actual people,384
straight guy,278
comic book,519
early eighties,321
average viewer,402
different person,377
many references,273
dead girl,77
only word,100
neil simons,150
british army,63
crazy people,384
wonderful scene,492
illegal immigrant,245
tough guys,278
dedicated fan,209
good match,288
hell bent,453
brad pitt,44
innocent man,354
lead actors,12
great film,60
box office,38
wooden performances,426
new twist,493
long period,417
martial artists,442
first story,349
new version,395
peter sellers,226
personal experience,246
several points,398
second look,405
sexual references,145
rare treat,277
musical version,395
beautiful women,275
multiple viewings,360
straight role,383
dark story,349
funny man,201
recent film,42
good mix,257
next hour,465
fellow man,509
unfunny jokes,567
next generation,488
german movie,502
poor direction,356
todays world,478
old family,33
last role,383
single minute,37
right notes,522
real passion,64
wonderful actors,301
old house,160
black mask,88
andy dick,247
brilliant scientist,515
total loss,322
sound track,533
white house,160
eli roth,223
ensemble cast,1
silly plot,458
bad remake,393
old horror,544
little thriller,216
young girls,95
nathan lane,248
mary astor,179
high budget,264
leigh cook,329
rich guy,220
last sequence,241
dont ask,14
non existent,59
hot pursuit,307
interesting take,317
hal hartley,249
good watch,98
practical jokes,567
facial hair,205
apparent reason,313
first problem,20
philo vance,466
only gripe,100
good dose,110
mysterious death,444
lillian hellman,30
different actors,12
final thoughts,244
dustin hoffman,476
white rabbit,281
im gonna,450
tony curtis,506
american movie,250
elia kazan,251
native americans,45
right man,129
much credit,340
original script,16
old world,33
solid job,259
same location,61
terrible story,341
great title,482
last years,128
special effects,352
left side,237
funny scene,527
female cast,74
great surprise,428
believable performances,426
several days,76
dead zone,525
fun movie,527
total war,81
van damme,366
wide audience,477
few action,491
rare film,42
emotional depth,302
western series,479
second film,434
damn thing,258
directorial effort,252
dynamic duo,411
long periods,417
erika christensen,153
decent horror,380
beautiful films,230
flesh eating,253
poor story,396
nick stahl,107
universal horror,380
right moment,522
good acting,254
veteran character,385
old friends,33
secret sunshine,562
other sequels,96
dont worry,14
lois lane,248
single actor,0
fine job,259
grand prix,255
secret weapon,562
first viewing,41
young mr,509
modern version,395
young women,507
early scene,241
snappy pace,178
dramatic performance,485
good sign,316
same kind,256
great dialogue,287
ian mcdiarmid,531
brilliant performance,485
good taste,257
little shop,456
complete idiots,34
important scenes,78
stupid thing,258
cute couple,451
historical accuracy,265
decent budget,264
satisfying way,317
other wise,443
good job,259
beautiful songs,535
serious moments,325
goldie hawn,54
british accent,260
only survivor,100
final product,244
same directors,12
screen presence,139
memorable film,230
shia labeouf,261
bad effects,158
sorry i,424
deserted island,318
decent actor,203
great choice,355
scifi films,270
unbelievable plot,458
naked girls,262
other part,87
wrong choice,115
full range,344
new orleans,67
good actress,263
many minutes,21
bad casting,158
historical facts,265
real shame,64
fay wray,31
old tradition,33
low budget,264
favorite line,327
historical context,265
april fools,221
mysterious circumstances,444
fantasy movies,380
various scenes,78
big city,510
beautiful scenery,82
gopal varma,266
entire running,48
first step,20
amazing amount,110
western audiences,518
pretty lame,29
good flick,267
positive review,490
old ladies,28
particular reason,313
next show,236
original dirty,337
female reporter,507
romantic movie,268
other sources,513
wonderful picture,230
eytan fox,269
bad music,431
funny guy,201
tiny budget,264
classic case,89
stupid film,473
real way,64
triple h,548
real characters,467
sympathetic character,133
new plot,289
strong character,385
major flaws,494
gabby hayes,39
lonely lady,71
fantasy movie,380
old hollywood,544
special mention,352
asian girl,95
chase scene,241
great plot,280
long scenes,78
art direction,339
religious themes,303
old story,544
different directions,105
scifi movies,270
thirty years,69
independent movie,271
cheap budget,264
serious drama,361
cool idea,23
right age,324
cameo appearance,113
very definition,256
bad guy,278
few plot,289
wide awake,477
good moments,325
total garbage,322
long line,327
big star,550
second fiddle,405
great cinema,60
many reasons,513
inner turmoil,272
brief scene,219
bad story,396
unique experience,246
little action,491
classic series,479
final fight,459
american nightmare,45
brilliant cast,390
leading roles,163
famous scene,241
different accents,487
decent film,208
graphic scenes,484
final story,349
similar theme,303
funny situations,201
h macy,548
documentary footage,536
great success,355
central figure,120
mental hospital,499
right pace,178
human emotion,348
great lines,7
many words,273
mysterious stranger,444
red herrings,159
kevin spacey,167
big ben,367
manchurian candidate,8
political views,575
many inconsistencies,494
sure i,212
front door,38
native country,415
denzel washington,250
acting class,254
white star,528
david tomlinson,218
poor directing,356
wide range,477
i dream,424
naked brothers,262
great camera,182
great dancer,301
similar situation,564
great story,396
classic hollywood,89
american werewolf,250
full potential,344
many horror,380
broken family,330
european version,395
fine film,42
professional actors,274
american family,45
fascinating look,317
last command,128
beautiful woman,275
black hawk,88
silent movie,276
toni collette,153
graphic sex,554
pokemon movie,17
cute movie,527
spanish horror,380
big fans,172
negative rating,132
upper classes,578
next door,488
rare gem,277
great people,384
short films,85
much ado,35
invisible boy,346
american actor,250
disappointed i,424
good guy,278
previous series,479
straight man,129
wonderful cast,390
emotional power,302
high score,524
low key,144
widescreen format,468
hard men,336
own way,279
english title,482
fred gwynne,227
nice person,556
good part,316
favorite actresses,111
personal favorite,246
major characters,467
terrible job,259
vietnam war,81
same shots,392
good plot,280
third installment,146
funny moments,79
fast food,358
good im,450
dont try,14
sexual nature,145
white man,281
toy story,349
true art,339
actual war,81
local video,233
actual quality,144
white boy,281
strong support,136
american life,45
doc savage,112
humorous moments,79
interesting albeit,317
fine actors,12
entire crew,48
nice girl,451
cheap movie,208
bad movies,393
good ideas,316
original movie,147
hardy films,85
good category,347
rental fee,441
powerful film,42
british humor,138
susan george,54
difficult time,61
wonderful experience,492
final installment,146
perfect i,212
hilarious scenes,484
weak script,16
twentieth century,508
same actor,0
patrick swayze,118
technical side,353
video game,288
only redeeming,282
average horror,402
timothy hines,541
other way,443
sexual orientation,145
gay couple,283
modern cinema,462
mental institution,499
standard fare,286
other stories,469
sad thing,291
third part,405
whole mess,106
sixteen years,69
early nineties,321
funny show,527
reese witherspoon,243
luke wilson,373
favorite episode,111
other people,384
poor effort,356
high priest,140
good lord,316
right direction,522
beautiful place,275
scary movie,530
tragic tale,222
major complaint,232
certain age,324
first movies,434
heavy metal,284
great effect,355
real people,64
last part,128
bourne series,285
much detail,35
cultural references,265
crocodile hunter,168
wonderful i,292
beat street,420
obvious attempt,313
realistic portrayal,141
same style,286
good dialogue,287
private ryan,314
excellent actor,203
great scene,241
acting job,254
little daughter,346
audio commentary,468
live actors,12
other film,85
good game,288
same plot,289
little dialog,389
victorian era,433
weak points,398
urban legend,290
real stars,550
unintentional laughs,364
usual clichés,567
favorite movies,111
dvd release,468
broad daylight,477
dull moment,149
sad fact,291
human spirit,348
sad commentary,291
certain elements,294
fantasy story,349
beautiful wife,275
hot chick,307
bad job,259
latter day,488
amazing i,292
young director,10
lucile watson,532
third kind,405
new characters,467
human flesh,348
great interest,355
new england,67
heavy water,155
little richard,456
american bulldog,45
complex story,349
irish accent,260
german soldiers,293
white suit,281
solid performances,426
true fan,172
brutal violence,408
many mistakes,308
charming movie,527
many instances,299
sammy davis,365
serious issues,575
stellar cast,390
final scene,241
triple threat,142
good stories,396
stupid comedy,473
christian film,42
akshaye khanna,560
only saving,100
historical film,42
full attention,344
nice music,431
many elements,294
powerful story,349
tony scotts,506
twilight zone,320
desperate housewives,62
super hero,295
snowy river,497
great score,524
first minutes,21
dead husbands,77
maureen stapleton,296
digital animation,297
blind man,509
violent death,363
true classic,89
such nonsense,574
comic talents,411
cheese factor,257
essential viewing,41
great performance,173
comedic performance,411
other fans,299
low rent,264
second scene,241
powerful man,129
modern viewers,518
own destruction,279
mary lou,298
tilda swinton,547
english teacher,505
new idea,493
sean pertwee,192
evil character,453
complete version,395
whole production,439
big shot,460
robert downey,112
hal roach,249
many others,299
good theres,98
great documentary,60
first man,129
recent history,462
bubonic plague,300
erotic scenes,484
funny comedy,527
true crime,391
main idea,229
mary ellen,179
mst3k version,395
silent movies,276
grade school,140
great actors,301
same vein,256
wonderful soundtrack,230
comedic elements,294
central characters,120
horror films,380
real time,64
purple rain,501
decent action,491
short life,455
perfect time,369
enough people,384
bad point,158
excellent movie,208
simple movie,147
final movie,147
first act,368
potential i,212
buffalo bill,142
british columbia,425
excellent actress,263
emotional experience,302
minor role,370
same themes,303
alec baldwin,304
hannibal lecter,305
middle east,306
animated movies,17
dramatic actor,203
old daughter,28
dead bodies,525
central plot,289
much gore,545
van sants,366
white fire,281
hot stuff,307
eva longoria,153
urban legends,290
short cuts,455
brian jonestown,80
small kids,464
many errors,308
matt damon,107
lisa zane,153
such things,443
only things,443
great mystery,309
mediocre movie,393
many subplots,469
late 80s,104
didnt get,123
modern action,491
funny scenes,527
different worlds,105
first place,405
real chance,64
major flaw,232
standup comedy,200
original work,362
dark city,510
great dance,339
ava gardner,30
mickey rooney,39
wrong places,115
sad state,291
strong points,398
personal assistant,246
digital video,297
independent horror,271
entire thing,106
late 1950s,104
interesting plot,280
goose bumps,474
nikhil advani,266
same i,310
constant state,311
certain aspects,312
obvious reason,313
serious attempt,62
private detective,314
intelligent script,16
other brother,87
entertaining movie,143
dubbed version,395
vast majority,376
ricky gervais,315
large number,376
goodnight mister,75
original text,395
dark angel,320
social commentary,73
pretty tame,23
good way,316
ten minutes,21
mary louise,179
sci fi,270
special affects,352
interesting way,317
beautiful scene,275
small island,318
amazing thing,492
albert brooks,40
modern era,433
kong action,319
mad scientist,566
supernatural thriller,214
married woman,92
interesting camera,182
sick joke,567
ann marie,179
golden retriever,552
negative aspects,312
first frame,20
deep dark,320
potential viewers,148
early seventies,321
great talent,428
black guy,88
nice turn,556
vanessa williams,472
total lack,322
humble opinion,72
original trilogy,386
first murder,323
pivotal role,383
evil breed,453
compelling story,406
common man,129
good effect,316
fritz langs,52
own movies,96
third man,129
big way,367
several aspects,312
tiny bit,474
foggy day,488
beautiful barbara,275
top ten,9
same mistake,256
same age,324
fantastic actor,203
serious relationship,156
little help,456
dull boring,149
final season,6
positive comments,573
realistic characters,467
bad scifi,270
perfect murder,323
bad dont,14
few moments,325
fine performance,173
classic films,89
small village,190
sexual humor,145
admirable job,259
british movie,425
short i,310
leading character,328
david duchovny,218
accurate portrayal,141
finished product,6
morphin power,374
friday night,326
right frame,237
same line,327
ill start,488
useless scenes,78
armed forces,63
few comments,573
top performances,9
main character,328
dont waste,14
australian accent,260
excellent support,119
mary tyler,179
brutal murder,323
i couldnt,212
great song,60
original language,505
american gothic,45
other directors,85
little moments,325
many women,336
great character,385
worst film,434
big fight,367
new yorks,67
andy warhol,247
executive producer,10
remote control,404
much sense,35
american soldier,45
ten feet,436
redeeming quality,282
complete joke,34
high note,217
whole series,479
elisha cook,329
id recommend,461
detective work,314
certain point,351
good family,330
funny girl,451
awful film,530
italian tv,387
interesting scenes,484
old man,28
professional wrestling,274
aztec rex,331
musical i,310
great i,428
i notice,212
emotional intensity,302
overwhelming sense,136
i promise,212
big monster,117
straight forward,358
real killer,569
actual footage,536
dead mother,77
ben chaplin,332
vietnam vets,333
brian krause,80
same show,236
memorable character,519
c scott,506
own mother,135
great body,355
big surprise,367
i sort,212
unbelievable situations,292
lady penelope,71
whole movie,147
supernatural element,374
little resemblance,474
teen movie,334
long run,417
ten years,69
much fun,35
many characters,467
female lead,335
hilarious comedy,200
other women,336
kevin bacon,167
lighthearted comedy,200
happy couple,424
illegal immigrants,245
whole situation,564
excellent i,292
favorite i,212
full marks,344
new perspective,493
great writer,355
david dorfman,218
hot dog,307
dirty work,337
local tv,471
comic talent,411
new millennium,67
longtime fan,209
gay people,283
great piece,428
greg kinnear,555
last films,85
slasher movie,380
german expressionism,502
funny lines,201
eric stoltz,338
graphic violence,408
huge fan,172
last battle,459
great art,339
new job,493
much sex,554
own childhood,135
big box,367
different role,163
beautiful pictures,275
great casting,301
different circumstances,105
gary cole,154
much emotion,35
lead actor,0
much money,340
many hundreds,299
real purpose,64
pretty woman,451
awful story,341
soft core,342
good eye,98
usual characters,467
effective way,316
great loss,355
different direction,105
steven soderbergh,343
old fashion,28
depressing movie,530
last third,405
emotional turmoil,302
true events,174
human experience,348
coastal town,190
moral center,418
other reviewer,22
rebel alliance,63
second sequel,146
australian outback,63
title role,482
wonderful actress,263
short film,42
political reasons,575
left foot,436
special movie,147
only scenes,78
huge disappointment,2
clever way,317
odd thing,350
main actors,12
nice way,556
full well,344
poor writing,356
same jokes,567
simple rules,122
small budget,264
natural way,514
old stuff,33
entire production,439
human psyche,348
hillary duff,345
little boy,346
musical film,230
much room,38
many layers,294
original songs,535
few characters,467
important part,232
hilarious moment,79
entertaining comedy,372
real treat,64
hilary duff,345
american tv,250
own ends,279
same category,347
first movie,434
fine work,512
cant help,43
only purpose,100
last episode,221
human mind,348
dark floors,320
bad things,158
powerful message,418
only ones,100
sexual situations,145
fast pace,178
different locations,487
same story,349
middle ground,306
final episode,221
strange things,350
wish someone,212
only point,351
los angeles,516
poor girl,95
excellent job,259
special way,352
last case,128
swedish movies,56
technical aspects,353
mixed reviews,183
small number,464
dumb i,24
17th century,508
old studio,544
modern day,488
orlando bloom,497
shahid kapoor,560
mildred rogers,532
bright idea,501
notable exception,197
brilliant story,406
i pity,24
horrible film,530
cautionary tale,222
bold move,568
noble heart,394
white tv,471
urban life,290
romantic scenes,268
european vacation,488
sure thing,98
easy rider,316
third season,6
other words,273
interesting film,143
andy stitzer,247
complete opposite,404
little money,340
nice change,556
wes craven,498
gritty realism,141
new friends,47
innocent victim,354
bad scenes,78
overall experience,570
great example,355
single time,37
comic actor,519
silly comedy,200
bad wig,158
bad thats,158
s hart,548
beautiful photography,82
predictable story,406
poor way,356
christian faith,357
first rate,446
important issues,73
amrita rao,266
clean fun,98
incredible movie,530
first woman,20
last night,326
new director,10
i wrap,212
only aspect,100
robert wagner,112
duke ellington,457
fast forward,358
considerable amount,376
lucy liu,92
early years,359
several episodes,360
original concept,395
funny stuff,201
third segment,405
few things,443
catholic school,140
main interest,229
decent performance,173
many places,299
major problems,416
high regard,217
second segment,405
imdb reviews,183
little son,346
musical sequence,238
full swing,344
delightful film,230
sexual relationship,145
next scene,241
star wars,528
martial law,442
good move,316
white men,281
secret lives,562
sure hes,123
naked woman,262
outer space,576
new type,493
romantic relationships,156
english literature,505
amateur actors,274
many comments,273
national tv,471
above average,402
entire scenes,78
great dialog,389
other comments,573
own conclusions,72
dead back,525
super powers,295
sneak preview,468
hard work,337
great job,259
first draft,405
brief role,113
serious movie,361
american west,45
gray matters,575
united states,187
i mention,212
fantastic job,259
western world,478
last movie,147
local library,233
national treasure,388
positive aspect,490
first lady,71
similar movie,147
high class,140
interesting questions,574
amazing actor,203
chinese movie,199
thankless role,113
hot girls,307
steady pace,178
minor roles,370
loose ends,454
small amount,376
different things,105
previous versions,166
user comments,573
bad episode,393
tony soprano,506
good heart,98
much chemistry,515
good comedies,372
original way,362
tragic death,363
different women,336
new school,140
zombie movie,380
black girl,88
olympia dukakis,345
dramatic moments,325
likable character,133
cinematic history,462
many similarities,494
unintentional humor,364
local sheriff,233
many forms,294
american cinema,250
terrible dialog,389
close second,405
great adventure,60
emotional scene,302
good joke,539
memorable movie,143
much talent,35
lee curtis,365
white cinematography,82
other flaws,494
love interest,520
original screenplay,386
fatal flaw,51
endless scenes,78
latter film,42
i wish,212
dead air,440
black dahlia,88
private investigator,314
clive barker,561
terrible movies,530
big name,410
pure garbage,534
fateful day,488
last line,327
terrific performance,173
main characters,328
eric linden,338
sixth sense,136
simple story,349
morgan freeman,540
english version,395
few decades,76
high energy,217
funny parts,201
swedish film,56
attractive girl,451
elderly couple,92
average guy,402
gus van,366
refreshing change,26
black comedy,372
actual name,410
fried worms,253
few glimpses,325
big one,367
terrible shame,24
light entertainment,196
strong feeling,136
much sums,340
bad mistake,158
single line,327
stop laughing,523
numerous films,85
many points,398
big boy,346
minimal plot,289
second act,368
british television,425
female friend,507
lesbian sex,283
usual hollywood,127
single father,135
favorite parts,204
many children,299
late eighties,321
black humour,88
public health,382
incredible film,230
important movie,208
large portion,376
theatrical trailer,17
visual sense,378
young michael,226
screen adaptation,139
dull dull,149
serious actress,263
didnt work,123
perfect example,369
many clichés,299
several parts,204
final comment,108
chris rock,70
incredible performance,485
great acting,254
final moments,244
great direction,517
bad films,393
major motion,232
recent past,131
little boys,346
ridiculous story,341
dyan cannon,454
extended version,395
brief moment,219
whole point,351
top form,9
watchable film,230
gratuitous sex,554
minor character,370
oh yeah,572
racial tensions,371
real action,491
good role,383
good comedy,372
former friends,557
happy life,424
other time,87
troubled man,509
only question,100
different backgrounds,487
only criticism,100
luke skywalker,373
final twist,244
brady bunch,158
new ideas,493
real movie,147
i work,310
other performances,426
rolling stones,70
touching film,230
favorite character,188
wrong foot,115
main protagonists,328
good humour,138
human emotions,348
physical comedy,372
supernatural powers,374
first try,20
wishful thinking,523
first glimpse,20
guilty pleasure,46
witty lines,7
late john,226
worth seeing,375
nice touch,556
large amount,376
enjoyable movie,143
old school,140
fourth time,405
black actor,0
bad person,158
great production,439
lavish production,439
russian roulette,293
small group,464
french cinema,18
daily life,239
long journey,417
second coming,405
real disappointment,64
same person,377
human side,348
believable way,317
bad ones,158
real estate,64
poignant moments,79
original horror,380
first choice,20
great use,355
visual style,378
normal lives,239
sexual tension,145
incredible cast,390
devils experiment,493
extra features,11
single episode,221
first mistake,20
high schooler,140
special place,352
potty humor,364
porn movie,379
black sheep,88
real character,385
long shot,460
horror movie,380
first feature,20
medical care,381
green arrow,497
public service,382
simple reason,122
few pictures,78
bad day,158
underrated actress,263
hard movie,208
cheap tv,471
middle class,578
memorable sequences,484
american south,415
french connection,18
good tv,471
important role,383
few horror,380
asian film,400
excellent casting,390
big reason,367
famous actors,301
same stuff,256
much effort,35
second story,349
particular scene,241
fantastic soundtrack,230
many people,384
poor mans,130
annoying character,133
perfect choice,369
many episodes,360
sexual predator,145
gary sinise,154
mental problems,499
good character,385
saturday afternoon,326
original novel,386
minor flaws,370
cold case,155
christmas story,349
real standout,64
big apple,367
hard time,61
italian movie,387
white film,42
bbc version,395
documentary series,479
live performance,173
new ground,493
national anthem,388
american actors,250
many cooks,299
new wave,493
nice house,160
nice cameo,556
particular movie,147
foreign country,164
past year,131
dramatic turn,186
mobile suits,529
subject matter,574
big part,367
great sense,428
good casting,390
good message,316
angelina jolie,44
nice people,556
scary thing,201
i remember,212
cant stop,43
true gem,277
simple things,122
eric bana,338
half way,316
quick pace,178
good dialog,389
good cast,390
happy birthday,424
miss price,86
great artist,339
extra dimension,11
scary moments,79
much promise,35
true stories,469
friday nights,326
dean jagger,103
chloe franks,225
great shame,428
fine cast,390
mean girls,262
new scenes,78
decent plot,280
remarkable i,292
final destination,244
good reason,98
same day,488
artistic license,480
true identity,391
main cast,1
plus side,237
daniel craig,112
direct contrast,256
several stories,469
human character,348
real interest,64
own death,401
massive amounts,376
good shots,392
old formula,33
great villain,60
new apartment,67
german people,293
other work,443
actual movie,147
black widow,88
i glad,424
high expectations,217
few extras,78
other problem,416
bad movie,393
modern times,4
little joe,456
modern technology,518
african americans,45
bottom line,327
own movie,147
realistic portrait,141
subtle way,122
i mean,212
many countries,299
black candles,58
teddy bear,184
tony randall,506
middle age,324
final moment,244
elderly man,509
much blood,394
laird hamilton,116
unusual film,42
big names,367
artificial intelligence,348
real talent,64
lady tremaine,71
straight face,240
ive spent,447
early scenes,78
main storyline,328
amazing story,406
bad girl,451
main theme,328
original version,395
young kid,95
later episodes,360
own problems,416
successful film,434
certain points,398
natalie portman,397
only explanation,100
enough lines,7
good company,316
new way,493
academy award,434
memorable moments,79
little while,456
soft porn,379
acting experience,254
actual film,42
other ways,443
virtual reality,207
good story,396
many plot,289
human form,348
huge budget,264
